HourId,Month,Day,Week day,Hour,Dry-Bulb Temp (°C),Heating Load (kW),Chiller Output (kW),Chiller Input (kW),Total Building Electric [kW],Precool Coil Load (kW),Preheat Coil Load (kW),Terminal Cooling Coil Load (kW),Terminal Heating Coil Load (kW),Ventilation Fan (kW),Exhaust Fan (kW),Terminal Fan (kW),Vent. Reclaim Device (kW),Lighting (kW),Electric Equipment (kW)
1114,2,16,4,9,0.6,270,0,0,1020.8,0,129.1,6.7,141.5,60.5,54.1,72.8,0.5,277.7,495.6
1115,2,16,4,10,0.7,250,0,0,1020.1,0,121.6,7.6,128.4,60.5,54.1,72.8,0.5,277.7,495.6
1116,2,16,4,11,0.9,250,0,0,1020.5,0,113.5,12.5,139.5,60.5,54.1,72.8,0.5,277.7,495.6
1117,2,16,4,12,1,240,0,0,1865.3,0,112,6.8,129.8,60.5,54.1,72.8,0.5,247.9,442.5
1118,2,16,4,13,1,200,0,0,1219.6,0,106,16.4,98.7,60.5,54.1,72.8,0.5,277.7,495.6
1119,2,16,4,14,1,210,0,0,1022,0,104.3,23.3,104.2,60.5,54.1,72.8,0.5,277.7,495.6
1120,2,16,4,15,1,200,0,0,1330,0,103,28.7,95.1,60.5,54.1,72.8,0.5,277.7,495.6
1121,2,16,4,16,0.9,200,0,0,1025.7,0,103.9,35.3,100.8,60.5,54.1,72.8,0.5,277.7,495.6
1122,2,16,4,17,0.9,280,0,0,691,0,117.7,5.1,161.4,60.5,54.1,72.8,0.3,158.8,283.3
1123,2,16,4,18,0.8,350,0,0,508,0,127.7,3.2,224,60.5,54.1,72.8,0.2,95.9,171.2
1124,2,16,4,19,0.7,340,0,0,508,0,130.8,3.1,204.1,60.5,54.1,72.8,0.2,95.9,171.2
1125,2,16,4,20,0.5,380,0,0,419.7,0,139.9,2.2,242.9,60.5,54.1,72.8,0.1,65.1,116
1126,2,16,4,21,0.4,370,0,0,401.1,0,145.1,2.3,221.1,60.5,54.1,72.8,0.1,61.8,110
1127,2,16,4,22,0.3,10,0,0,118,0,0,1.2,12.1,0,0,0.2,0.1,30.3,54
1128,2,16,4,23,0.3,10,0,0,76.1,0,0,0.8,14.1,0,0,0.1,0,15.3,27.6
1129,2,17,5,0,0.2,20,0,0,76.1,0,0,0.7,15.3,0,0,0.3,0,15.3,27.6
1130,2,17,5,1,0.1,20,0,0,76.1,0,0,0.7,17.5,0,0,0.3,0,15.3,27.6
1131,2,17,5,2,0,20,0,0,76.1,0,0,0.6,21.1,0,0,0.4,0,15.3,27.6
1132,2,17,5,3,-0.1,20,0,0,76.1,0,0,0.6,23.7,0,0,0.4,0,15.3,27.6
1133,2,17,5,4,-0.1,30,0,0,76.2,0,0,0.6,26.2,0,0,0.5,0,15.3,27.6
1134,2,17,5,5,-0.1,30,0,0,118.1,0,0,0.7,26.8,0,0,0.5,0.1,30.3,54
1135,2,17,5,6,-0.1,530,0,0,310.5,0,194.9,0.8,340,60.5,54.1,72.8,0.1,30.3,54
1136,2,17,5,7,-0.1,490,0,0,489.9,0,184.3,1.9,308.7,60.5,54.1,72.8,0.2,91.5,163.1
1137,2,17,5,8,0,290,0,0,1004,0,152.3,7.6,141,60.5,54.1,72.8,0.5,273.3,487.6
1138,2,17,5,9,0,280,0,0,1020.6,0,147.4,6.4,136.9,60.5,54.1,72.8,0.5,277.7,495.6
1139,2,17,5,10,0.1,280,0,0,1019.9,0,140.5,7.2,138.9,60.5,54.1,72.8,0.5,277.7,495.6
1140,2,17,5,11,0.3,260,0,0,1020.1,0,132.3,9.7,132.9,60.5,54.1,72.8,0.5,277.7,495.6
1141,2,17,5,12,0.4,270,0,0,1865.1,0,130.7,6.4,138.3,60.5,54.1,72.8,0.5,247.9,442.5
1142,2,17,5,13,0.3,250,0,0,1219.4,0,127.1,16.3,121.7,60.5,54.1,72.8,0.5,277.7,495.6
1143,2,17,5,14,0.3,240,0,0,1021.5,0,124.3,19.2,110.7,60.5,54.1,72.8,0.5,277.7,495.6
1144,2,17,5,15,0.2,230,0,0,1329.5,0,124,24.8,102.7,60.5,54.1,72.8,0.5,277.7,495.6
1145,2,17,5,16,0.1,220,0,0,1025.2,0,125.3,31.7,98.3,60.5,54.1,72.8,0.5,277.7,495.6
1146,2,17,5,17,0.1,310,0,0,690.8,0,140.4,4.9,167.8,60.5,54.1,72.8,0.3,158.8,283.3
1147,2,17,5,18,0,360,0,0,507.9,0,150.6,3.3,213.2,60.5,54.1,72.8,0.2,95.9,171.2
1148,2,17,5,19,-0.1,370,0,0,507.8,0,156,3.3,214.1,60.5,54.1,72.8,0.2,95.9,171.2
1149,2,17,5,20,-0.3,380,0,0,419.6,0,164.9,2.3,210.5,60.5,54.1,72.8,0.1,65.1,116
1150,2,17,5,21,-0.4,370,0,0,401,0,170,2.1,195.7,60.5,54.1,72.8,0.1,61.8,110
1151,2,17,5,22,-0.4,10,0,0,117.9,0,0,1.2,14.1,0,0,0.2,0.1,30.3,54
1152,2,17,5,23,-0.4,20,0,0,76,0,0,0.8,15.5,0,0,0.3,0,15.3,27.6
1153,2,18,6,0,-0.4,20,0,0,76,0,0,0.7,17.6,0,0,0.3,0,15.3,27.6
1154,2,18,6,1,-0.5,20,0,0,76.1,0,0,0.7,21.6,0,0,0.4,0,15.3,27.6
1155,2,18,6,2,-0.5,20,0,0,76.1,0,0,0.6,24.2,0,0,0.4,0,15.3,27.6
1156,2,18,6,3,-0.6,30,0,0,76.1,0,0,0.6,27.6,0,0,0.5,0,15.3,27.6
1157,2,18,6,4,-0.5,30,0,0,76.2,0,0,0.6,31.6,0,0,0.5,0,15.3,27.6
1158,2,18,6,5,-0.5,40,0,0,76.3,0,0,0.5,37.5,0,0,0.6,0,15.3,27.6
1159,2,18,6,6,-0.4,560,0,0,310.5,0,206.6,0.9,348.7,60.5,54.1,72.8,0.1,30.3,54
1160,2,18,6,7,-0.2,550,0,0,312.7,0,202.6,0.5,343.7,60.5,54.1,72.8,0.1,30.9,55
1161,2,18,6,8,0,490,0,0,487.2,0,185.9,1.8,308.3,60.5,54.1,72.8,0.2,92.6,165.1
1162,2,18,6,9,0.2,490,0,0,499.4,0,177.7,1.9,310.4,60.5,54.1,72.8,0.2,95.9,171.2
1163,2,18,6,10,0.3,480,0,0,512.1,0,175.9,2,308.3,60.5,54.1,72.8,0.2,99.2,177.2
1164,2,18,6,11,0.5,460,0,0,512.1,0,168.5,1.8,292,60.5,54.1,72.8,0.2,99.2,177.2
1165,2,18,6,12,0.6,510,0,0,1315.3,0,172.1,0.7,334.6,60.5,54.1,72.8,0.2,54.5,97.7
1166,2,18,6,13,0.6,480,0,0,585.3,0,175.3,0.7,308.1,60.5,54.1,72.8,0.2,54.5,97.7
1167,2,18,6,14,0.7,480,0,0,387.2,0,173.6,0.5,307.1,60.5,54.1,72.8,0.2,54.5,97.7
1168,2,18,6,15,0.7,490,0,0,694.9,0,175.2,0.6,319.2,60.5,54.1,72.8,0.2,54.5,97.7
1169,2,18,6,16,0.7,490,0,0,390.3,0,176.5,0.4,312.7,60.5,54.1,72.8,0.2,54.5,97.7
1170,2,18,6,17,0.7,520,0,0,284.7,0,182.1,0,342.9,60.5,54.1,72.8,0.1,24.6,44.6
1171,2,18,6,18,0.7,10,0,0,72.1,0,0,0,11.3,0,0,0.1,0.1,20.2,36.5
1172,2,18,6,19,0.7,20,0,0,63.4,0,0,0,23,0,0,0.3,0.1,18,32.5
1173,2,18,6,20,0.8,30,0,0,63.6,0,0,0,34.3,0,0,0.4,0.1,18,32.5
1174,2,18,6,21,0.8,50,0,0,54.9,0,0,0,45.9,0,0,0.5,0,15.8,28.5
1175,2,18,6,22,0.8,50,0,0,52.7,0,0,0,54,0,0,0.9,0,15.3,27.6
1176,2,18,6,23,0.7,60,0,0,52.9,0,0,0,63.9,0,0,0.9,0,15.3,27.6
1177,2,19,7,0,0.7,70,0,0,53,0,0,0,74.1,0,0,1.1,0,15.3,27.6
1178,2,19,7,1,0.6,90,0,0,53.2,0,0,0,86.5,0,0,1.3,0,15.3,27.6
1179,2,19,7,2,0.6,100,0,0,53.4,0,0,0,100.5,0,0,1.5,0,15.3,27.6
1180,2,19,7,3,0.5,110,0,0,53.6,0,0,0,111.5,0,0,1.7,0,15.3,27.6
1181,2,19,7,4,0.5,120,0,0,53.7,0,0,0,119.7,0,0,1.7,0,15.3,27.6
1182,2,19,7,5,0.6,130,0,0,53.8,0,0,0,128.6,0,0,1.9,0,15.3,27.6
1183,2,19,7,6,0.6,140,0,0,54,0,0,0,137.2,0,0,1.9,0,15.3,27.6
1184,2,19,7,7,0.8,140,0,0,53.9,0,0,0,136,0,0,1.9,0,15.3,27.6
1185,2,19,7,8,0.9,130,0,0,54.2,0,0,0,133,0,0,1.9,0,15.8,28.5
1186,2,19,7,9,1.1,130,0,0,52.9,0,0,0,128.4,0,0,1.9,0,15.8,28.5
1187,2,19,7,10,1.4,120,0,0,65.4,0,0,0,120.1,0,0,1.7,0.1,19.1,34.5
1188,2,19,7,11,1.6,120,0,0,65.3,0,0,0,116.5,0,0,1.6,0.1,19.1,34.5
1189,2,19,7,12,1.9,110,0,0,1003.1,0,0,0,112.3,0,0,1.6,0.1,21.3,38.6
1190,2,19,7,13,1.7,120,0,0,273.1,0,0,0,116.9,0,0,1.7,0.1,21.3,38.6
1191,2,19,7,14,1.4,120,0,0,75.1,0,0,0,124.6,0,0,1.8,0.1,21.3,38.6
1192,2,19,7,15,1.2,130,0,0,383,0,0,0,133.3,0,0,1.9,0.1,21.3,38.6
1193,2,19,7,16,1,140,0,0,78.5,0,0,0,141.4,0,0,2,0.1,21.3,38.6
1194,2,19,7,17,0.9,150,0,0,71.7,0,0,0,148.4,0,0,2.1,0.1,19.1,34.5
1195,2,19,7,18,0.7,160,0,0,60.9,0,0,0,156.1,0,0,2.4,0,16.9,30.5
1196,2,19,7,19,0.6,160,0,0,54.3,0,0,0,161.6,0,0,2.5,0,15.3,27.6
1197,2,19,7,20,0.4,170,0,0,54.4,0,0,0,167.1,0,0,2.5,0,15.3,27.6
1198,2,19,7,21,0.3,170,0,0,54.5,0,0,0,170.7,0,0,2.6,0,15.3,27.6
1199,2,19,7,22,0.3,170,0,0,54.5,0,0,0,173.3,0,0,2.6,0,15.3,27.6
1200,2,19,7,23,0.2,180,0,0,54.5,0,0,0,176,0,0,2.6,0,15.3,27.6
1201,2,20,1,0,0.2,180,0,0,54.6,0,0,0,178.2,0,0,2.6,0,15.3,27.6
1202,2,20,1,1,0.3,180,0,0,54.6,0,0,0,179.8,0,0,2.6,0,15.3,27.6
1203,2,20,1,2,0.3,180,0,0,54.6,0,0,0,181.7,0,0,2.6,0,15.3,27.6
1204,2,20,1,3,0.4,180,0,0,54.6,0,0,0,182.6,0,0,2.6,0,15.3,27.6
1205,2,20,1,4,0.4,180,0,0,54.7,0,0,0,184.1,0,0,2.6,0,15.3,27.6
1206,2,20,1,5,0.5,170,0,0,96.3,0,0,0,170.4,0,0,2.5,0.1,30.3,54
1207,2,20,1,6,0.5,740,0,0,286.7,0,241,0,500.6,60.5,54.1,72.8,0.1,30.3,54
1208,2,20,1,7,0.4,630,0,0,489.9,0,238.7,0.8,393,60.5,54.1,72.8,0.2,91.5,163.1
1209,2,20,1,8,0.4,440,0,0,1003.8,0,205.5,3.3,236.1,60.5,54.1,72.8,0.5,273.3,487.6
1210,2,20,1,9,0.3,420,0,0,1020.5,0,201.2,4.1,220,60.5,54.1,72.8,0.5,277.7,495.6
1211,2,20,1,10,0.5,410,0,0,1019.8,0,186.6,4.4,218.9,60.5,54.1,72.8,0.5,277.7,495.6
1212,2,20,1,11,0.6,400,0,0,1019.9,0,174.4,4.9,226.9,60.5,54.1,72.8,0.5,277.7,495.6
1213,2,20,1,12,0.8,430,0,0,1865,0,168.4,4.4,256.8,60.5,54.1,72.8,0.5,247.9,442.5
1214,2,20,1,13,0.9,400,0,0,1218.9,0,150.2,5.5,253.4,60.5,54.1,72.8,0.5,277.7,495.6
1215,2,20,1,14,1,390,0,0,1020.8,0,141.5,6,247.7,60.5,54.1,72.8,0.5,277.7,495.6
1216,2,20,1,15,1.1,320,0,0,1328.6,0,135.3,6,183.3,60.5,54.1,72.8,0.5,277.7,495.6
1217,2,20,1,16,1,300,0,0,1024,0,135,6.5,166.2,60.5,54.1,72.8,0.5,277.7,495.6
1218,2,20,1,17,0.9,440,0,0,690.8,0,152.3,3.6,292.2,60.5,54.1,72.8,0.3,158.8,283.3
1219,2,20,1,18,0.8,440,0,0,507.9,0,171.5,2.4,268.4,60.5,54.1,72.8,0.2,95.9,171.2
1220,2,20,1,19,0.7,440,0,0,507.9,0,174.4,2.1,262.2,60.5,54.1,72.8,0.2,95.9,171.2
1221,2,20,1,20,0.6,480,0,0,419.7,0,182.8,1.5,301.4,60.5,54.1,72.8,0.1,65.1,116
1222,2,20,1,21,0.5,490,0,0,401.1,0,187.7,1.4,297.6,60.5,54.1,72.8,0.1,61.8,110
1223,2,20,1,22,0.6,10,0,0,118,0,0,0.7,13.5,0,0,0.1,0.1,30.3,54
1224,2,20,1,23,0.6,20,0,0,76.1,0,0,0.6,16.3,0,0,0.2,0,15.3,27.6
1225,2,21,2,0,0.7,20,0,0,76.2,0,0,0.5,20.7,0,0,0.4,0,15.3,27.6
1226,2,21,2,1,0.6,30,0,0,76.3,0,0,0.5,29.4,0,0,0.6,0,15.3,27.6
1227,2,21,2,2,0.6,40,0,0,76.5,0,0,0.5,39.1,0,0,0.6,0,15.3,27.6
1228,2,21,2,3,0.5,50,0,0,76.6,0,0,0.5,49.1,0,0,0.8,0,15.3,27.6
1229,2,21,2,4,0.4,60,0,0,76.7,0,0,0.4,56.8,0,0,0.9,0,15.3,27.6
1230,2,21,2,5,0.4,60,0,0,118.6,0,0,0.6,56,0,0,0.9,0.1,30.3,54
1231,2,21,2,6,0.3,640,0,0,310.6,0,212.3,0.4,427.9,60.5,54.1,72.8,0.1,30.3,54
1232,2,21,2,7,0.4,560,0,0,490,0,201,1.6,354.9,60.5,54.1,72.8,0.2,91.5,163.1
1233,2,21,2,8,0.5,390,0,0,1004,0,162.5,5.7,224.6,60.5,54.1,72.8,0.5,273.3,487.6
1234,2,21,2,9,0.6,290,0,0,1020.7,0,155.1,6,138.6,60.5,54.1,72.8,0.5,277.7,495.6
1235,2,21,2,10,0.7,270,0,0,1020,0,148.4,6.3,125.6,60.5,54.1,72.8,0.5,277.7,495.6
1236,2,21,2,11,0.9,270,0,0,1020.1,0,141.6,6.7,131.8,60.5,54.1,72.8,0.5,277.7,495.6
1237,2,21,2,12,1,310,0,0,1865.2,0,138.9,6.2,171.9,60.5,54.1,72.8,0.5,247.9,442.5
1238,2,21,2,13,1.1,240,0,0,1219.1,0,130.4,7.5,109,60.5,54.1,72.8,0.5,277.7,495.6
1239,2,21,2,14,1.3,250,0,0,1021,0,121.5,7.4,124,60.5,54.1,72.8,0.5,277.7,495.6
1240,2,21,2,15,1.4,240,0,0,1328.7,0,114.4,7.3,128.5,60.5,54.1,72.8,0.5,277.7,495.6
1241,2,21,2,16,1.2,250,0,0,1024.1,0,114.7,7.7,134.3,60.5,54.1,72.8,0.5,277.7,495.6
1242,2,21,2,17,1.1,300,0,0,691,0,131.5,4.5,172.8,60.5,54.1,72.8,0.3,158.8,283.3
1243,2,21,2,18,0.9,310,0,0,508,0,145.3,2.9,164.9,60.5,54.1,72.8,0.2,95.9,171.2
1244,2,21,2,19,0.7,320,0,0,508,0,150.9,2.9,172.7,60.5,54.1,72.8,0.2,95.9,171.2
1245,2,21,2,20,0.6,450,0,0,419.7,0,159.1,2.2,287,60.5,54.1,72.8,0.1,65.1,116
1246,2,21,2,21,0.4,470,0,0,401.1,0,167.4,2,304,60.5,54.1,72.8,0.1,61.8,110
1247,2,21,2,22,0.6,10,0,0,118,0,0,1.1,12.7,0,0,0.1,0.1,30.3,54
1248,2,21,2,23,0.7,10,0,0,76.2,0,0,0.7,14.2,0,0,0.1,0,15.3,27.6
1249,2,22,3,0,0.9,20,0,0,76.2,0,0,0.7,15.1,0,0,0.2,0,15.3,27.6
1250,2,22,3,1,0.8,20,0,0,76.2,0,0,0.7,18.9,0,0,0.4,0,15.3,27.6
1251,2,22,3,2,0.7,20,0,0,76.3,0,0,0.6,22.3,0,0,0.4,0,15.3,27.6
1252,2,22,3,3,0.6,30,0,0,76.3,0,0,0.6,26.5,0,0,0.5,0,15.3,27.6
1253,2,22,3,4,0.5,30,0,0,76.4,0,0,0.6,34.6,0,0,0.6,0,15.3,27.6
1254,2,22,3,5,0.5,40,0,0,118.3,0,0,0.7,35.9,0,0,0.6,0.1,30.3,54
1255,2,22,3,6,0.4,580,0,0,310.6,0,193.5,0.8,389.1,60.5,54.1,72.8,0.1,30.3,54
1256,2,22,3,7,0.4,520,0,0,490,0,183.8,1.8,335.8,60.5,54.1,72.8,0.2,91.5,163.1
1257,2,22,3,8,0.5,280,0,0,1004.1,0,153.4,6.5,128.4,60.5,54.1,72.8,0.5,273.3,487.6
1258,2,22,3,9,0.5,270,0,0,1020.7,0,150.2,6.5,122.8,60.5,54.1,72.8,0.5,277.7,495.6
1259,2,22,3,10,0.7,260,0,0,1020,0,140.7,6.8,117,60.5,54.1,72.8,0.5,277.7,495.6
1260,2,22,3,11,1,250,0,0,1020.1,0,128.7,7.3,117.3,60.5,54.1,72.8,0.5,277.7,495.6
1261,2,22,3,12,1.2,250,0,0,1865.3,0,124.1,6.6,127.5,60.5,54.1,72.8,0.5,247.9,442.5
1262,2,22,3,13,1.4,220,0,0,1219.3,0,112,9.9,110.9,60.5,54.1,72.8,0.5,277.7,495.6
1263,2,22,3,14,1.5,240,0,0,1021.7,0,105,16.4,131.3,60.5,54.1,72.8,0.5,277.7,495.6
1264,2,22,3,15,1.7,230,0,0,1329.8,0,96.9,20.4,128.7,60.5,54.1,72.8,0.5,277.7,495.6
1265,2,22,3,16,1.7,230,0,0,1025.6,0,95.7,26.3,131.9,60.5,54.1,72.8,0.5,277.7,495.6
1266,2,22,3,17,1.6,280,0,0,691.2,0,112.8,5.1,172,60.5,54.1,72.8,0.3,158.8,283.3
1267,2,22,3,18,1.6,340,0,0,508.2,0,121.2,3.4,217.8,60.5,54.1,72.8,0.2,95.9,171.2
1268,2,22,3,19,1,340,0,0,508,0,136.9,3.2,202.1,60.5,54.1,72.8,0.2,95.9,171.2
1269,2,22,3,20,0.5,350,0,0,419.7,0,152.9,2.5,194.5,60.5,54.1,72.8,0.1,65.1,116
1270,2,22,3,21,-0.1,370,0,0,401,0,173.4,2.1,195.2,60.5,54.1,72.8,0.1,61.8,110
1271,2,22,3,22,-0.1,10,0,0,117.9,0,0,1.2,13.1,0,0,0.2,0.1,30.3,54
1272,2,22,3,23,-0.2,10,0,0,76,0,0,0.7,14.9,0,0,0.2,0,15.3,27.6
1273,2,23,4,0,-0.2,20,0,0,76,0,0,0.7,16.5,0,0,0.3,0,15.3,27.6
1274,2,23,4,1,-1.1,20,0,0,76,0,0,0.7,21.8,0,0,0.4,0,15.3,27.6
1275,2,23,4,2,-1.9,30,0,0,76,0,0,0.6,26.5,0,0,0.5,0,15.3,27.6
1276,2,23,4,3,-2.8,40,0,0,76,0,0,0.6,36,0,0,0.6,0,15.3,27.6
1277,2,23,4,4,-3.4,50,0,0,76.1,0,0,0.5,46.3,0,0,0.6,0,15.3,27.6
1278,2,23,4,5,-4.1,50,0,0,118.1,0,0,0.6,52.9,0,0,0.8,0.1,30.3,54
1279,2,23,4,6,-4.7,740,0,0,310.1,0,336.2,0.6,404.2,60.5,54.1,72.8,0.1,30.3,54
1280,2,23,4,7,-4.2,640,0,0,489.5,0,313.3,1.6,329.3,60.5,54.1,72.8,0.2,91.5,163.1
1281,2,23,4,8,-3.8,400,0,0,1003.5,0,268.3,6.5,130.8,60.5,54.1,72.8,0.5,273.3,487.6
1282,2,23,4,9,-3.3,370,0,0,1020.2,0,250.1,6.5,123.4,60.5,54.1,72.8,0.5,277.7,495.6
1283,2,23,4,10,-3.1,370,0,0,1019.4,0,236.7,6.9,131.1,60.5,54.1,72.8,0.5,277.7,495.6
1284,2,23,4,11,-3,340,0,0,1019.5,0,225.7,7.4,119,60.5,54.1,72.8,0.5,277.7,495.6
1285,2,23,4,12,-2.8,350,0,0,1864.6,0,217.7,6.6,134,60.5,54.1,72.8,0.5,247.9,442.5
1286,2,23,4,13,-3,330,0,0,1218.4,0,214.7,8.5,119.8,60.5,54.1,72.8,0.5,277.7,495.6
1287,2,23,4,14,-3.2,320,0,0,1020.3,0,218,8.9,99.7,60.5,54.1,72.8,0.5,277.7,495.6
1288,2,23,4,15,-3.4,340,0,0,1328,0,221,10.1,114.9,60.5,54.1,72.8,0.5,277.7,495.6
1289,2,23,4,16,-4.3,360,0,0,1023.4,0,245.7,12.1,116,60.5,54.1,72.8,0.5,277.7,495.6
1290,2,23,4,17,-5.2,500,0,0,690.2,0,289.5,4.5,205.6,60.5,54.1,72.8,0.3,158.8,283.3
1291,2,23,4,18,-6.1,560,0,0,507.3,0,324.8,3.2,238.6,60.5,54.1,72.8,0.2,95.9,171.2
1292,2,23,4,19,-6.5,550,0,0,507.3,0,337.4,2.9,212,60.5,54.1,72.8,0.2,95.9,171.2
1293,2,23,4,20,-6.9,680,0,0,419,0,355.8,2,327.3,60.5,54.1,72.8,0.1,65.1,116
1294,2,23,4,21,-7.3,700,0,0,400.5,0,370.8,1.7,325.8,60.5,54.1,72.8,0.1,61.8,110
1295,2,23,4,22,-7.7,10,0,0,117.4,0,0,0.9,14.4,0,0,0.1,0.1,30.3,54
1296,2,23,4,23,-8.1,20,0,0,75.6,0,0,0.7,20.9,0,0,0.4,0,15.3,27.6
1297,2,24,5,0,-8.5,30,0,0,75.6,0,0,0.6,25.7,0,0,0.5,0,15.3,27.6
1298,2,24,5,1,-8.7,30,0,0,75.7,0,0,0.6,32.2,0,0,0.5,0,15.3,27.6
1299,2,24,5,2,-8.9,40,0,0,75.9,0,0,0.5,44.6,0,0,0.6,0,15.3,27.6
1300,2,24,5,3,-9.1,60,0,0,76.1,0,0,0.5,58.2,0,0,0.9,0,15.3,27.6
1301,2,24,5,4,-9.4,70,0,0,76.2,0,0,0.4,70.3,0,0,0.9,0,15.3,27.6
1302,2,24,5,5,-9.8,80,0,0,118.2,0,0,0.6,75,0,0,1,0.1,30.3,54
1303,2,24,5,6,-10.1,900,0,0,309.9,0,496.4,0.4,399.1,60.5,54.1,72.8,0.1,30.3,54
1304,2,24,5,7,-8.8,780,0,0,489.3,0,448.3,1.5,328.2,60.5,54.1,72.8,0.2,91.5,163.1
1305,2,24,5,8,-7.4,520,0,0,1003.3,0,366.6,6.6,157.1,60.5,54.1,72.8,0.5,273.3,487.6
1306,2,24,5,9,-6.1,440,0,0,1020,0,321.7,6.5,118.9,60.5,54.1,72.8,0.5,277.7,495.6
1307,2,24,5,10,-5.1,400,0,0,1019.5,0,291.2,12,106,60.5,54.1,72.8,0.5,277.7,495.6
1308,2,24,5,11,-4,350,0,0,1020.3,0,254.4,32.5,93.8,60.5,54.1,72.8,0.5,277.7,495.6
1309,2,24,5,12,-3,350,0,0,1866.4,0,224.8,52,123.8,60.5,54.1,72.8,0.5,247.9,442.5
1310,2,24,5,13,-2.7,280,0,0,1221.2,0,208.1,83.5,68.8,60.5,54.1,72.8,0.5,277.7,495.6
1311,2,24,5,14,-2.4,260,0,0,1022.9,0,194.9,74.2,61,60.5,54.1,72.8,0.5,277.7,495.6
1312,2,24,5,15,-2.1,270,0,0,1329.9,0,185.1,52.4,81,60.5,54.1,72.8,0.5,277.7,495.6
1313,2,24,5,16,-2.9,280,0,0,1024.9,0,205.7,45.3,71.8,60.5,54.1,72.8,0.5,277.7,495.6
1314,2,24,5,17,-3.7,380,0,0,690.5,0,243.8,9.1,134.6,60.5,54.1,72.8,0.3,158.8,283.3
1315,2,24,5,18,-4.5,450,0,0,507.4,0,272.6,3.2,179.9,60.5,54.1,72.8,0.2,95.9,171.2
1316,2,24,5,19,-4.8,470,0,0,507.4,0,282,3.2,184.8,60.5,54.1,72.8,0.2,95.9,171.2
1317,2,24,5,20,-5.1,590,0,0,419.1,0,297.1,2.4,293.1,60.5,54.1,72.8,0.1,65.1,116
1318,2,24,5,21,-5.4,620,0,0,400.6,0,306.7,2.1,310.4,60.5,54.1,72.8,0.1,61.8,110
1319,2,24,5,22,-6.1,10,0,0,117.3,0,0,0.9,6.2,0,0,0,0.1,30.3,54
1320,2,24,5,23,-6.9,10,0,0,75.4,0,0,0.7,9,0,0,0.1,0,15.3,27.6
1321,2,25,6,0,-7.6,20,0,0,75.5,0,0,0.6,16.6,0,0,0.3,0,15.3,27.6
1322,2,25,6,1,-6.5,20,0,0,75.7,0,0,0.6,23.5,0,0,0.5,0,15.3,27.6
1323,2,25,6,2,-5.4,30,0,0,75.8,0,0,0.6,30.6,0,0,0.5,0,15.3,27.6
1324,2,25,6,3,-4.3,40,0,0,76,0,0,0.5,38.7,0,0,0.6,0,15.3,27.6
1325,2,25,6,4,-5.1,50,0,0,76.1,0,0,0.5,51.2,0,0,0.8,0,15.3,27.6
1326,2,25,6,5,-5.8,60,0,0,76.3,0,0,0.4,62.5,0,0,0.9,0,15.3,27.6
1327,2,25,6,6,-6.6,760,0,0,310,0,382.1,0.5,375.3,60.5,54.1,72.8,0.1,30.3,54
1328,2,25,6,7,-5.4,710,0,0,312.3,0,347.8,0.4,362.8,60.5,54.1,72.8,0.1,30.9,55
1329,2,25,6,8,-4.3,620,0,0,486.8,0,303.4,1.6,315.3,60.5,54.1,72.8,0.2,92.6,165.1
1330,2,25,6,9,-3.1,570,0,0,499.1,0,267.1,1.9,304.6,60.5,54.1,72.8,0.2,95.9,171.2
1331,2,25,6,10,-2.5,550,0,0,511.7,0,247,2,298.3,60.5,54.1,72.8,0.2,99.2,177.2
1332,2,25,6,11,-2,530,0,0,511.8,0,231.6,1.8,302.2,60.5,54.1,72.8,0.2,99.2,177.2
1333,2,25,6,12,-1.4,550,0,0,1315.1,0,221.3,1,330,60.5,54.1,72.8,0.2,54.5,97.7
1334,2,25,6,13,-1.4,530,0,0,585.1,0,223.6,0.7,302,60.5,54.1,72.8,0.2,54.5,97.7
1335,2,25,6,14,-1.3,520,0,0,387,0,221.9,0.8,301.4,60.5,54.1,72.8,0.2,54.5,97.7
1336,2,25,6,15,-1.3,540,0,0,694.7,0,223.9,0.4,319.9,60.5,54.1,72.8,0.2,54.5,97.7
1337,2,25,6,16,-1.4,540,0,0,390.1,0,228.9,0.4,312.2,60.5,54.1,72.8,0.2,54.5,97.7
1338,2,25,6,17,-1.5,580,0,0,308.3,0,240.1,0.1,339.3,60.5,54.1,72.8,0.1,24.6,44.6
1339,2,25,6,18,-1.6,10,0,0,72,0,0,0,5,0,0,0,0.1,20.2,36.5
1340,2,25,6,19,-1.6,10,0,0,63.3,0,0,0,12.2,0,0,0.2,0.1,18,32.5
1341,2,25,6,20,-1.7,30,0,0,63.6,0,0,0,32.2,0,0,0.4,0.1,18,32.5
1342,2,25,6,21,-1.7,40,0,0,54.8,0,0,0,41.1,0,0,0.5,0,15.8,28.5
1343,2,25,6,22,-2.3,50,0,0,52.7,0,0,0,52.9,0,0,0.7,0,15.3,27.6
1344,2,25,6,23,-2.8,60,0,0,52.9,0,0,0,62.9,0,0,0.9,0,15.3,27.6
1345,2,26,7,0,-3.4,80,0,0,53.1,0,0,0,77.2,0,0,1.1,0,15.3,27.6
1346,2,26,7,1,-4.3,90,0,0,53.3,0,0,0,91.9,0,0,1.3,0,15.3,27.6
1347,2,26,7,2,-5.1,100,0,0,53.5,0,0,0,103.2,0,0,1.5,0,15.3,27.6
1348,2,26,7,3,-6,120,0,0,53.6,0,0,0,115.7,0,0,1.7,0,15.3,27.6
