HourId,Month,Day,Week day,Hour,Dry-Bulb Temp (°C),Heating Load (kW),Chiller Output (kW),Chiller Input (kW),Total Building Electric [kW],Precool Coil Load (kW),Preheat Coil Load (kW),Terminal Cooling Coil Load (kW),Terminal Heating Coil Load (kW),Ventilation Fan (kW),Exhaust Fan (kW),Terminal Fan (kW),Vent. Reclaim Device (kW),Lighting (kW),Electric Equipment (kW)
1,1,1,7,0,-4.3,220,0,0,55.2,0,0,0,222.5,0,0,3.1,0,15.3,27.6
2,1,1,7,1,-4.1,220,0,0,55.2,0,0,0,224.1,0,0,3.2,0,15.3,27.6
3,1,1,7,2,-4,230,0,0,55.3,0,0,0,225.4,0,0,3.2,0,15.3,27.6
4,1,1,7,3,-3.8,230,0,0,55.3,0,0,0,225.6,0,0,3.2,0,15.3,27.6
5,1,1,7,4,-3.5,230,0,0,55.3,0,0,0,225.1,0,0,3.2,0,15.3,27.6
6,1,1,7,5,-3.3,220,0,0,55.2,0,0,0,224.8,0,0,3.2,0,15.3,27.6
7,1,1,7,6,-3,220,0,0,55.2,0,0,0,222.9,0,0,3.2,0,15.3,27.6
8,1,1,7,7,-2.9,220,0,0,55.2,0,0,0,223.2,0,0,3.2,0,15.3,27.6
9,1,1,7,8,-2.8,220,0,0,55.4,0,0,0,217.4,0,0,3.1,0,15.8,28.5
10,1,1,7,9,-2.7,210,0,0,54.1,0,0,0,212.1,0,0,3,0,15.8,28.5
11,1,1,7,10,-2.2,200,0,0,66.5,0,0,0,199,0,0,3,0.1,19.1,34.5
12,1,1,7,11,-1.8,200,0,0,66.5,0,0,0,196.2,0,0,2.8,0.1,19.1,34.5
13,1,1,7,12,-1.3,210,0,0,1004.5,0,0,0,209,0,0,3.1,0.1,21.3,38.6
14,1,1,7,13,-1,210,0,0,274.5,0,0,0,213.1,0,0,3.1,0.1,21.3,38.6
15,1,1,7,14,-0.7,220,0,0,76.5,0,0,0,219.2,0,0,3.1,0.1,21.3,38.6
16,1,1,7,15,-0.4,220,0,0,384.3,0,0,0,222.2,0,0,3.2,0.1,21.3,38.6
17,1,1,7,16,-0.4,230,0,0,79.7,0,0,0,226.8,0,0,3.3,0.1,21.3,38.6
18,1,1,7,17,-0.3,230,0,0,72.9,0,0,0,232.6,0,0,3.5,0.1,19.1,34.5
19,1,1,7,18,-0.3,240,0,0,62.1,0,0,0,240.3,0,0,3.5,0,16.9,30.5
20,1,1,7,19,0.2,240,0,0,55.5,0,0,0,239.8,0,0,3.5,0,15.3,27.6
21,1,1,7,20,0.6,240,0,0,55.4,0,0,0,238.4,0,0,3.5,0,15.3,27.6
22,1,1,7,21,1.1,240,0,0,55.4,0,0,0,235.2,0,0,3.5,0,15.3,27.6
23,1,1,7,22,1.3,240,0,0,55.4,0,0,0,235.7,0,0,3.5,0,15.3,27.6
24,1,1,7,23,1.6,230,0,0,55.4,0,0,0,233.9,0,0,3.4,0,15.3,27.6
25,1,2,1,0,1.8,230,0,0,55.4,0,0,0,233.7,0,0,3.4,0,15.3,27.6
26,1,2,1,1,1.9,230,0,0,55.4,0,0,0,233.8,0,0,3.4,0,15.3,27.6
27,1,2,1,2,2,230,0,0,55.4,0,0,0,234.1,0,0,3.4,0,15.3,27.6
28,1,2,1,3,2.1,230,0,0,55.4,0,0,0,234.1,0,0,3.4,0,15.3,27.6
29,1,2,1,4,2.2,240,0,0,55.4,0,0,0,235.9,0,0,3.4,0,15.3,27.6
30,1,2,1,5,2.3,210,0,0,96.9,0,0,0,209,0,0,3,0.1,30.3,54
31,1,2,1,6,2.4,820,0,0,286.7,0,191.4,0,630,60.5,54.1,72.8,0.1,30.3,54
32,1,2,1,7,2.6,670,0,0,490.4,0,181.8,0.4,483.3,60.5,54.1,72.8,0.2,91.5,163.1
33,1,2,1,8,2.8,370,0,0,1004.5,0,155.5,2.9,213.6,60.5,54.1,72.8,0.5,273.3,487.6
34,1,2,1,9,3,330,0,0,1021.4,0,142.2,3.8,191.3,60.5,54.1,72.8,0.5,277.7,495.6
35,1,2,1,10,2.9,330,0,0,1020.6,0,137.4,4.3,193.7,60.5,54.1,72.8,0.5,277.7,495.6
36,1,2,1,11,2.7,340,0,0,1020.5,0,133.7,4.4,203.8,60.5,54.1,72.8,0.5,277.7,495.6
37,1,2,1,12,2.6,370,0,0,1865.6,0,135.8,4.2,230.2,60.5,54.1,72.8,0.5,247.9,442.5
38,1,2,1,13,2.8,350,0,0,1219.5,0,118.8,5.2,229.4,60.5,54.1,72.8,0.5,277.7,495.6
39,1,2,1,14,2.9,350,0,0,1021.5,0,108.7,5.5,241.7,60.5,54.1,72.8,0.5,277.7,495.6
40,1,2,1,15,3.1,330,0,0,1329.4,0,95.4,5.8,239,60.5,54.1,72.8,0.5,277.7,495.6
41,1,2,1,16,3.2,350,0,0,1024.9,0,86.1,6.2,266.2,60.5,54.1,72.8,0.5,277.7,495.6
42,1,2,1,17,3.2,370,0,0,691.7,0,105.1,3.6,260.7,60.5,54.1,72.8,0.3,158.8,283.3
43,1,2,1,18,3.3,380,0,0,508.8,0,117.9,2.3,263.3,60.5,54.1,72.8,0.2,95.9,171.2
44,1,2,1,19,3.4,370,0,0,508.9,0,115.6,2.2,258.1,60.5,54.1,72.8,0.2,95.9,171.2
45,1,2,1,20,3.6,390,0,0,420.7,0,114.5,1.5,276.2,60.5,54.1,72.8,0.1,65.1,116
46,1,2,1,21,3.7,380,0,0,402.3,0,113.1,1.4,271.7,60.5,54.1,72.8,0.1,61.8,110
47,1,2,1,22,4,10,0,0,119.3,0,0,0.7,10.9,0,0,0.1,0.1,30.3,54
48,1,2,1,23,4.2,10,0,0,77.6,0,0,0.6,12.1,0,0,0.1,0,15.3,27.6
49,1,3,2,0,4.5,10,0,0,77.9,0,0,0.6,12.7,0,0,0.1,0,15.3,27.6
50,1,3,2,1,4.4,20,0,0,77.9,0,0,0.5,16.4,0,0,0.2,0,15.3,27.6
51,1,3,2,2,4.4,20,0,0,77.9,0,0,0.5,19.4,0,0,0.2,0,15.3,27.6
52,1,3,2,3,4.3,30,0,0,77.9,0,0,0.5,27.6,0,0,0.5,0,15.3,27.6
53,1,3,2,4,4.3,30,0,0,78,0,0,0.5,34.6,0,0,0.5,0,15.3,27.6
54,1,3,2,5,4.2,30,0,0,119.8,0,0,0.6,33.5,0,0,0.5,0.1,30.3,54
55,1,3,2,6,4.2,490,0,0,312.2,0,113.7,0.6,375.1,60.5,54.1,72.8,0.1,30.3,54
56,1,3,2,7,4.1,430,0,0,491.5,0,108.9,1.5,316.1,60.5,54.1,72.8,0.2,91.5,163.1
57,1,3,2,8,4.1,350,0,0,1005.9,0,78.5,6.3,274.7,60.5,54.1,72.8,0.5,273.3,487.6
58,1,3,2,9,4,220,0,0,1022.4,0,79.1,6.2,139.9,60.5,54.1,72.8,0.5,277.7,495.6
59,1,3,2,10,4.2,210,0,0,1022,0,77.8,6.9,129.3,60.5,54.1,72.8,0.5,277.7,495.6
60,1,3,2,11,4.5,180,0,0,1022.6,0,76.1,8.4,105.3,60.5,54.1,72.8,0.5,277.7,495.6
61,1,3,2,12,4.7,240,0,0,1867.9,0,74.8,6.4,168.2,60.5,54.1,72.8,0.5,247.9,442.5
62,1,3,2,13,4.2,210,0,0,1221,0,77.8,7.4,130,60.5,54.1,72.8,0.5,277.7,495.6
63,1,3,2,14,3.7,210,0,0,1022.3,0,80.8,7.5,130.9,60.5,54.1,72.8,0.5,277.7,495.6
64,1,3,2,15,3.2,200,0,0,1329.6,0,83.8,7.5,113.4,60.5,54.1,72.8,0.5,277.7,495.6
65,1,3,2,16,3,200,0,0,1024.9,0,85.1,7.6,112.4,60.5,54.1,72.8,0.5,277.7,495.6
66,1,3,2,17,2.7,280,0,0,691.6,0,87.2,5,192.5,60.5,54.1,72.8,0.3,158.8,283.3
67,1,3,2,18,2.5,370,0,0,508.5,0,93.4,3.2,272.1,60.5,54.1,72.8,0.2,95.9,171.2
68,1,3,2,19,2.4,340,0,0,508.5,0,95.7,3.2,240.9,60.5,54.1,72.8,0.2,95.9,171.2
69,1,3,2,20,2.2,430,0,0,420.1,0,101.7,2.3,323.2,60.5,54.1,72.8,0.1,65.1,116
70,1,3,2,21,2.1,420,0,0,401.5,0,106.5,2,317.1,60.5,54.1,72.8,0.1,61.8,110
71,1,3,2,22,1.9,0,0,0,118.2,0,0,1.3,4.3,0,0,0.2,0.1,30.3,54
72,1,3,2,23,1.8,10,0,0,76.3,0,0,0.8,5.5,0,0,0.1,0,15.3,27.6
73,1,4,3,0,1.6,10,0,0,76.2,0,0,0.7,6.3,0,0,0.1,0,15.3,27.6
74,1,4,3,1,1.5,10,0,0,76.2,0,0,0.7,8.1,0,0,0.1,0,15.3,27.6
75,1,4,3,2,1.4,10,0,0,76.2,0,0,0.6,9.9,0,0,0.1,0,15.3,27.6
76,1,4,3,3,1.3,10,0,0,76.2,0,0,0.6,11.6,0,0,0.1,0,15.3,27.6
77,1,4,3,4,1.2,20,0,0,76.2,0,0,0.6,15.1,0,0,0.1,0,15.3,27.6
78,1,4,3,5,1.2,20,0,0,118.1,0,0,0.7,16.4,0,0,0.2,0.1,30.3,54
79,1,4,3,6,1.1,490,0,0,310.8,0,157.4,1,329.4,60.5,54.1,72.8,0.1,30.3,54
80,1,4,3,7,1.3,440,0,0,490.2,0,143.1,2.1,300.3,60.5,54.1,72.8,0.2,91.5,163.1
81,1,4,3,8,1.6,250,0,0,1004.5,0,108,7.9,143.3,60.5,54.1,72.8,0.5,273.3,487.6
82,1,4,3,9,1.8,210,0,0,1021.1,0,98.9,6.9,112.6,60.5,54.1,72.8,0.5,277.7,495.6
83,1,4,3,10,2.8,180,0,0,1021.5,0,86.4,14.8,91.7,60.5,54.1,72.8,0.5,277.7,495.6
84,1,4,3,11,3.7,170,0,0,1023.6,0,80.8,29.7,87.2,60.5,54.1,72.8,0.5,277.7,495.6
85,1,4,3,12,4.7,170,0,0,1868.1,0,74.8,8,97.5,60.5,54.1,72.8,0.5,247.9,442.5
86,1,4,3,13,4.7,160,0,0,1224.2,0,74.8,30.1,81.7,60.5,54.1,72.8,0.5,277.7,495.6
87,1,4,3,14,4.8,160,0,0,1026.6,0,74.5,35.6,88.5,60.5,54.1,72.8,0.5,277.7,495.6
88,1,4,3,15,4.8,160,60.6,17.7,1342.3,0,74.5,47.3,84.7,60.5,54.1,72.8,0.5,277.7,495.6
89,1,4,3,16,4.4,160,0,0,1029.9,0,76.8,51.7,80.2,60.5,54.1,72.8,0.5,277.7,495.6
90,1,4,3,17,4.1,210,0,0,692.6,0,78.5,5,129.8,60.5,54.1,72.8,0.3,158.8,283.3
91,1,4,3,18,3.7,270,0,0,509.3,0,80.8,3.6,193.2,60.5,54.1,72.8,0.2,95.9,171.2
92,1,4,3,19,3.7,240,0,0,509.2,0,80.8,3.3,163.3,60.5,54.1,72.8,0.2,95.9,171.2
93,1,4,3,20,3.8,290,0,0,421,0,80.5,2.6,209.7,60.5,54.1,72.8,0.1,65.1,116
94,1,4,3,21,3.8,270,0,0,402.4,0,80.5,2.3,192.7,60.5,54.1,72.8,0.1,61.8,110
95,1,4,3,22,3.9,0,0,0,119.2,0,0,1.5,2.1,0,0,0.1,0.1,30.3,54
96,1,4,3,23,3.9,0,0,0,77.3,0,0,1.1,4,0,0,0.1,0,15.3,27.6
97,1,5,4,0,4,0,0,0,77.4,0,0,1,4.6,0,0,0.1,0,15.3,27.6
98,1,5,4,1,3.9,10,0,0,77.3,0,0,0.7,5.5,0,0,0.1,0,15.3,27.6
99,1,5,4,2,3.7,10,0,0,77.1,0,0,0.7,6.4,0,0,0.1,0,15.3,27.6
100,1,5,4,3,3.6,10,0,0,77.1,0,0,0.7,8,0,0,0.1,0,15.3,27.6
101,1,5,4,4,3.3,10,0,0,76.9,0,0,0.6,9.6,0,0,0.1,0,15.3,27.6
102,1,5,4,5,3.1,10,0,0,118.7,0,0,0.8,10.5,0,0,0.1,0.1,30.3,54
103,1,5,4,6,2.8,420,0,0,311.3,0,102.4,1.1,318.6,60.5,54.1,72.8,0.1,30.3,54
104,1,5,4,7,2.8,330,0,0,490.7,0,97.1,2.3,236.2,60.5,54.1,72.8,0.2,91.5,163.1
105,1,5,4,8,2.9,220,0,0,1005.1,0,85.9,8.5,129.7,60.5,54.1,72.8,0.5,273.3,487.6
106,1,5,4,9,2.9,190,0,0,1022.1,0,85.9,11.7,100.9,60.5,54.1,72.8,0.5,277.7,495.6
107,1,5,4,10,3.3,170,0,0,1022.1,0,83.4,16.8,82.2,60.5,54.1,72.8,0.5,277.7,495.6
108,1,5,4,11,3.6,160,0,0,1023,0,81.5,23.5,77.7,60.5,54.1,72.8,0.5,277.7,495.6
109,1,5,4,12,4,160,0,0,1867.5,0,79.1,12.2,85.5,60.5,54.1,72.8,0.5,247.9,442.5
110,1,5,4,13,3.8,170,0,0,1223.1,0,80.5,36.8,85,60.5,54.1,72.8,0.5,277.7,495.6
111,1,5,4,14,3.5,160,0,0,1024.9,0,82.1,41.6,78.4,60.5,54.1,72.8,0.5,277.7,495.6
112,1,5,4,15,3.3,160,0,0,1332.8,0,83.4,49.2,73.6,60.5,54.1,72.8,0.5,277.7,495.6
113,1,5,4,16,3,160,0,0,1028.1,0,85.2,52.7,71.4,60.5,54.1,72.8,0.5,277.7,495.6
114,1,5,4,17,2.6,220,0,0,691.6,0,87.5,5.2,129.9,60.5,54.1,72.8,0.3,158.8,283.3
115,1,5,4,18,2.3,310,0,0,508.4,0,90.3,3.4,217.9,60.5,54.1,72.8,0.2,95.9,171.2
116,1,5,4,19,2,280,0,0,508.3,0,94.2,3.2,189.2,60.5,54.1,72.8,0.2,95.9,171.2
117,1,5,4,20,1.8,310,0,0,420,0,99.1,2.6,207.5,60.5,54.1,72.8,0.1,65.1,116
118,1,5,4,21,1.5,360,0,0,401.4,0,107.4,2.3,250.9,60.5,54.1,72.8,0.1,61.8,110
119,1,5,4,22,1.5,10,0,0,118.2,0,0,1.3,7.2,0,0,0.2,0.1,30.3,54
120,1,5,4,23,1.4,10,0,0,76.2,0,0,0.8,8.3,0,0,0.1,0,15.3,27.6
121,1,6,5,0,1.4,10,0,0,76.2,0,0,0.7,10,0,0,0.1,0,15.3,27.6
122,1,6,5,1,1.4,10,0,0,76.3,0,0,0.7,12,0,0,0.1,0,15.3,27.6
123,1,6,5,2,1.3,10,0,0,76.2,0,0,0.7,13.2,0,0,0.1,0,15.3,27.6
124,1,6,5,3,1.3,10,0,0,76.3,0,0,0.6,14.2,0,0,0.1,0,15.3,27.6
125,1,6,5,4,1.2,20,0,0,76.3,0,0,0.6,16.2,0,0,0.3,0,15.3,27.6
126,1,6,5,5,1.1,20,0,0,76.3,0,0,0.5,18.7,0,0,0.3,0,15.3,27.6
127,1,6,5,6,1,20,0,0,76.3,0,0,0.5,21.2,0,0,0.4,0,15.3,27.6
128,1,6,5,7,1.2,20,0,0,76.4,0,0,0.5,22.8,0,0,0.4,0,15.3,27.6
129,1,6,5,8,1.3,20,0,0,76.6,0,0,0.5,22.7,0,0,0.4,0,15.8,28.5
130,1,6,5,9,1.5,20,0,0,75.5,0,0,0.4,22.7,0,0,0.4,0,15.8,28.5
131,1,6,5,10,1.7,20,0,0,88,0,0,0.4,18.1,0,0,0.3,0.1,19.1,34.5
132,1,6,5,11,1.9,20,0,0,88.1,0,0,0.4,18.5,0,0,0.3,0.1,19.1,34.5
133,1,6,5,12,2.1,20,0,0,1025.9,0,0,0.4,16.7,0,0,0.3,0.1,21.3,38.6
134,1,6,5,13,1.7,20,0,0,295.9,0,0,0.3,21.5,0,0,0.3,0.1,21.3,38.6
135,1,6,5,14,1.3,30,0,0,97.8,0,0,0.3,28.8,0,0,0.4,0.1,21.3,38.6
136,1,6,5,15,0.9,40,0,0,405.5,0,0,0.3,35.9,0,0,0.4,0.1,21.3,38.6
137,1,6,5,16,0.3,50,0,0,101,0,0,0.2,47.1,0,0,0.7,0.1,21.3,38.6
138,1,6,5,17,-0.4,60,0,0,94.1,0,0,0.2,58.1,0,0,0.8,0.1,19.1,34.5
139,1,6,5,18,-1,70,0,0,83.3,0,0,0.2,70.1,0,0,1,0,16.9,30.5
140,1,6,5,19,-1.1,80,0,0,76.8,0,0,0.2,77.5,0,0,1.2,0,15.3,27.6
141,1,6,5,20,-1.2,80,0,0,76.8,0,0,0.1,84.1,0,0,1.2,0,15.3,27.6
142,1,6,5,21,-1.3,90,0,0,77,0,0,0.1,91.9,0,0,1.3,0,15.3,27.6
143,1,6,5,22,-1.3,100,0,0,53.4,0,0,0,97.5,0,0,1.3,0,15.3,27.6
144,1,6,5,23,-1.2,100,0,0,53.5,0,0,0,102.3,0,0,1.5,0,15.3,27.6
145,1,7,6,0,-1.2,110,0,0,53.5,0,0,0,108.6,0,0,1.5,0,15.3,27.6
146,1,7,6,1,-0.4,110,0,0,53.6,0,0,0,111.9,0,0,1.5,0,15.3,27.6
147,1,7,6,2,0.3,120,0,0,53.7,0,0,0,120.9,0,0,1.8,0,15.3,27.6
148,1,7,6,3,1.1,120,0,0,53.8,0,0,0,124.8,0,0,1.8,0,15.3,27.6
149,1,7,6,4,2.2,120,0,0,53.8,0,0,0,124.6,0,0,1.8,0,15.3,27.6
150,1,7,6,5,3.2,120,0,0,53.7,0,0,0,122.5,0,0,1.7,0,15.3,27.6
151,1,7,6,6,4.3,550,0,0,312.2,0,117.2,0.3,432.6,60.5,54.1,72.8,0.1,30.3,54
152,1,7,6,7,4.8,520,0,0,315.1,0,105.1,0.3,414.7,60.5,54.1,72.8,0.1,30.9,55
153,1,7,6,8,5.4,410,0,0,491,0,83.1,0.8,331,60.5,54.1,72.8,0.2,92.6,165.1
154,1,7,6,9,5.9,390,0,0,505.8,0,70.9,0.9,317.4,60.5,54.1,72.8,0.2,95.9,171.2
155,1,7,6,10,6.2,370,14,4.1,512.7,0,66.1,0.9,308.3,60.5,54.1,72.8,0.2,99.2,177.2
156,1,7,6,11,6.6,340,14,4.1,512.7,0,63.5,0.8,271.6,60.5,54.1,72.8,0.2,99.2,177.2
157,1,7,6,12,6.9,370,13.5,4,1315.9,0,61.9,0.3,311.2,60.5,54.1,72.8,0.2,54.5,97.7
158,1,7,6,13,6.5,370,13.4,4,585.9,0,64.2,0.3,309.2,60.5,54.1,72.8,0.2,54.5,97.7
159,1,7,6,14,6,380,13.5,4,387.7,0,70.6,0.3,307.1,60.5,54.1,72.8,0.2,54.5,97.7
160,1,7,6,15,5.6,380,0,0,699.4,0,79.2,0.2,301.7,60.5,54.1,72.8,0.2,54.5,97.7
161,1,7,6,16,4.8,410,0,0,392.6,0,99.6,0.4,312.2,60.5,54.1,72.8,0.2,54.5,97.7
162,1,7,6,17,4.1,460,0,0,284.7,0,119.1,0,337.2,60.5,54.1,72.8,0.1,24.6,44.6
163,1,7,6,18,3.3,10,0,0,72.1,0,0,0,7,0,0,0.1,0.1,20.2,36.5
164,1,7,6,19,3,20,0,0,63.4,0,0,0,21.5,0,0,0.3,0.1,18,32.5
165,1,7,6,20,2.6,30,0,0,63.6,0,0,0,34.6,0,0,0.5,0.1,18,32.5
166,1,7,6,21,2.3,50,0,0,54.9,0,0,0,47,0,0,0.6,0,15.8,28.5
167,1,7,6,22,1.9,60,0,0,52.9,0,0,0,63,0,0,0.7,0,15.3,27.6
168,1,7,6,23,1.4,90,0,0,53.3,0,0,0,93.7,0,0,1.4,0,15.3,27.6
169,1,8,7,0,1,110,0,0,53.6,0,0,0,109.3,0,0,1.6,0,15.3,27.6
170,1,8,7,1,0.7,120,0,0,53.7,0,0,0,119.9,0,0,1.8,0,15.3,27.6
171,1,8,7,2,0.5,130,0,0,53.8,0,0,0,129.1,0,0,1.9,0,15.3,27.6
172,1,8,7,3,0.2,140,0,0,54,0,0,0,138.9,0,0,2.1,0,15.3,27.6
173,1,8,7,4,0.7,140,0,0,54,0,0,0,140.9,0,0,2.1,0,15.3,27.6
174,1,8,7,5,1.2,140,0,0,54,0,0,0,142.4,0,0,2.1,0,15.3,27.6
175,1,8,7,6,1.7,140,0,0,54,0,0,0,142.2,0,0,2.1,0,15.3,27.6
176,1,8,7,7,1.7,140,0,0,54.1,0,0,0,144.5,0,0,2.1,0,15.3,27.6
177,1,8,7,8,1.6,140,0,0,54.2,0,0,0,136.1,0,0,2,0,15.8,28.5
178,1,8,7,9,1.6,120,0,0,52.8,0,0,0,119.3,0,0,1.7,0,15.8,28.5
179,1,8,7,10,2.5,70,0,0,64.7,0,0,0,72.2,0,0,1.1,0.1,19.1,34.5
180,1,8,7,11,3.4,70,0,0,64.6,0,0,0,65.8,0,0,1.1,0.1,19.1,34.5
181,1,8,7,12,4.3,60,0,0,1002.3,0,0,0,57.9,0,0,0.9,0.1,21.3,38.6
182,1,8,7,13,4,60,0,0,272.4,0,0,0,64.2,0,0,1,0.1,21.3,38.6
183,1,8,7,14,3.7,80,0,0,74.5,0,0,0,80.4,0,0,1.3,0.1,21.3,38.6
184,1,8,7,15,3.4,100,0,0,382.5,0,0,0,102.9,0,0,1.5,0.1,21.3,38.6
185,1,8,7,16,3.3,110,0,0,78,0,0,0,107.6,0,0,1.5,0.1,21.3,38.6
186,1,8,7,17,3.1,110,0,0,71.2,0,0,0,113.8,0,0,1.6,0.1,19.1,34.5
187,1,8,7,18,3,120,0,0,60.4,0,0,0,122.4,0,0,1.8,0,16.9,30.5
188,1,8,7,19,3.2,130,0,0,53.8,0,0,0,125.7,0,0,1.9,0,15.3,27.6
189,1,8,7,20,3.4,130,0,0,53.8,0,0,0,127.7,0,0,1.9,0,15.3,27.6
190,1,8,7,21,3.6,130,0,0,53.8,0,0,0,128.9,0,0,1.9,0,15.3,27.6
191,1,8,7,22,3.2,130,0,0,53.9,0,0,0,134.6,0,0,2,0,15.3,27.6
192,1,8,7,23,2.7,140,0,0,54,0,0,0,141.3,0,0,2.1,0,15.3,27.6
193,1,9,1,0,2.3,150,0,0,54.1,0,0,0,147.3,0,0,2.2,0,15.3,27.6
194,1,9,1,1,2.2,150,0,0,54.2,0,0,0,150,0,0,2.2,0,15.3,27.6
195,1,9,1,2,2.2,150,0,0,54.2,0,0,0,152.3,0,0,2.2,0,15.3,27.6
196,1,9,1,3,2.1,160,0,0,54.2,0,0,0,155.8,0,0,2.2,0,15.3,27.6
197,1,9,1,4,2.2,160,0,0,54.3,0,0,0,157,0,0,2.2,0,15.3,27.6
198,1,9,1,5,2.3,140,0,0,95.9,0,0,0,143.3,0,0,2.1,0.1,30.3,54
199,1,9,1,6,2.4,770,0,0,286.7,0,187.9,0,577.9,60.5,54.1,72.8,0.1,30.3,54
200,1,9,1,7,3.1,580,0,0,490.7,0,166.1,0.6,416.8,60.5,54.1,72.8,0.2,91.5,163.1
201,1,9,1,8,3.7,340,0,0,1005.1,0,121.9,3.3,216.1,60.5,54.1,72.8,0.5,273.3,487.6
202,1,9,1,9,4.4,300,0,0,1022.6,0,100.1,3.9,198.4,60.5,54.1,72.8,0.5,277.7,495.6
203,1,9,1,10,5.4,280,0,0,1024.1,0,71.2,4.6,203.8,60.5,54.1,72.8,0.5,277.7,495.6
204,1,9,1,11,6.4,300,18.3,5.4,1021.5,0,64.9,5.1,237.7,60.5,54.1,72.8,0.5,277.7,495.6
205,1,9,1,12,7.4,310,18,5.4,1866.7,0,58.9,4.8,252.8,60.5,54.1,72.8,0.5,247.9,442.5
206,1,9,1,13,7,310,19,5.7,1220.7,0,61.2,5.9,250.2,60.5,54.1,72.8,0.5,277.7,495.6
207,1,9,1,14,6.7,330,19.2,5.7,1022.6,0,62.9,6,271.5,60.5,54.1,72.8,0.5,277.7,495.6
208,1,9,1,15,6.3,350,19.6,5.8,1330.4,0,65.5,6.4,281.6,60.5,54.1,72.8,0.5,277.7,495.6
209,1,9,1,16,6.5,270,19.8,5.9,1025.9,0,64.2,6.7,207.6,60.5,54.1,72.8,0.5,277.7,495.6
210,1,9,1,17,6.8,370,17,5,692.2,0,62.5,3.8,311.4,60.5,54.1,72.8,0.3,158.8,283.3
211,1,9,1,18,7,350,15.9,4.7,509.1,0,61.2,2.7,287.6,60.5,54.1,72.8,0.2,95.9,171.2
212,1,9,1,19,7,340,15.4,4.6,508.9,0,61.2,2.3,280.9,60.5,54.1,72.8,0.2,95.9,171.2
213,1,9,1,20,6.9,350,15,4.5,420.6,0,61.9,1.9,288.1,60.5,54.1,72.8,0.1,65.1,116
214,1,9,1,21,6.9,340,14.8,4.4,402,0,61.9,1.7,275.3,60.5,54.1,72.8,0.1,61.8,110
215,1,9,1,22,5.6,0,0,0,122.5,0,0,0.8,4.2,0,0,0.1,0.1,30.3,54
216,1,9,1,23,4.4,10,0,0,77.7,0,0,0.6,6.7,0,0,0.1,0,15.3,27.6
217,1,10,2,0,3.1,10,0,0,76.8,0,0,0.6,9.2,0,0,0.1,0,15.3,27.6
218,1,10,2,1,2.8,10,0,0,76.6,0,0,0.5,10.3,0,0,0.1,0,15.3,27.6
219,1,10,2,2,2.6,10,0,0,76.6,0,0,0.5,12.4,0,0,0.1,0,15.3,27.6
220,1,10,2,3,2.3,20,0,0,76.5,0,0,0.5,15.4,0,0,0.1,0,15.3,27.6
221,1,10,2,4,2,20,0,0,76.5,0,0,0.4,19.3,0,0,0.2,0,15.3,27.6
222,1,10,2,5,1.8,20,0,0,118.3,0,0,0.6,20.3,0,0,0.4,0.1,30.3,54
223,1,10,2,6,1.5,500,0,0,310.8,0,178.6,0.5,320.1,60.5,54.1,72.8,0.1,30.3,54
224,1,10,2,7,1.3,460,0,0,490.1,0,174.7,1.6,281.5,60.5,54.1,72.8,0.2,91.5,163.1
225,1,10,2,8,1.2,260,0,0,1004.2,0,130.2,5.8,133.5,60.5,54.1,72.8,0.5,273.3,487.6
226,1,10,2,9,1,320,0,0,1020.9,0,129.2,6.5,187.7,60.5,54.1,72.8,0.5,277.7,495.6
227,1,10,2,10,1.2,240,0,0,1020.2,0,112.2,7.4,128.3,60.5,54.1,72.8,0.5,277.7,495.6
228,1,10,2,11,1.5,220,0,0,1020.4,0,103.1,9.1,113.9,60.5,54.1,72.8,0.5,277.7,495.6
229,1,10,2,12,1.7,230,0,0,1865.6,0,99.5,7.8,127.2,60.5,54.1,72.8,0.5,247.9,442.5
230,1,10,2,13,1.2,220,0,0,1219.1,0,105.5,7.2,113.7,60.5,54.1,72.8,0.5,277.7,495.6
231,1,10,2,14,0.8,220,0,0,1020.8,0,114.4,7.3,105.1,60.5,54.1,72.8,0.5,277.7,495.6
232,1,10,2,15,0.3,230,0,0,1328.4,0,124.4,7.3,101,60.5,54.1,72.8,0.5,277.7,495.6
233,1,10,2,16,-0.2,230,0,0,1023.8,0,134.5,7.5,91.2,60.5,54.1,72.8,0.5,277.7,495.6
234,1,10,2,17,-0.8,330,0,0,690.6,0,157.6,4.8,173,60.5,54.1,72.8,0.3,158.8,283.3
235,1,10,2,18,-1.3,480,0,0,507.7,0,182.2,3.4,295.7,60.5,54.1,72.8,0.2,95.9,171.2
236,1,10,2,19,-2,510,0,0,507.6,0,204.4,3,309.2,60.5,54.1,72.8,0.2,95.9,171.2
237,1,10,2,20,-2.7,570,0,0,419.3,0,231.5,2.2,335.5,60.5,54.1,72.8,0.1,65.1,116
238,1,10,2,21,-3.4,580,0,0,400.7,0,254.6,1.8,326.3,60.5,54.1,72.8,0.1,61.8,110
239,1,10,2,22,-3.9,10,0,0,117.4,0,0,0.8,8,0,0,0.1,0.1,30.3,54
240,1,10,2,23,-4.3,10,0,0,75.6,0,0,0.7,10.1,0,0,0.1,0,15.3,27.6
241,1,11,3,0,-4.8,10,0,0,75.6,0,0,0.6,14.9,0,0,0.1,0,15.3,27.6
242,1,11,3,1,-5,20,0,0,75.7,0,0,0.6,19.2,0,0,0.2,0,15.3,27.6
